,0
0,1.0961979627609253
1,1.0959535837173462
2,1.0971511602401733
3,1.0919601917266846
4,1.0906636714935303
5,1.0818742513656616
6,1.0804742574691772
7,1.0268968343734741
8,1.0171228647232056
9,1.0834059715270996
10,1.058604121208191
11,1.070242166519165
12,1.0811501741409302
13,1.0276492834091187
14,1.0528364181518555
15,1.0464602708816528
16,1.0488944053649902
17,1.0406056642532349
18,0.8134748935699463
19,0.9704388380050659
20,0.9991269707679749
21,1.0972976684570312
22,1.019351601600647
23,0.8400366902351379
24,0.8979719877243042
25,0.8672254681587219
26,0.9543178081512451
27,1.0414433479309082
28,0.9806405305862427
29,0.9387867450714111
30,0.9089167714118958
31,0.957777738571167
32,1.0221666097640991
33,0.9332004189491272
34,0.8277570009231567
35,1.0125346183776855
36,0.8836983442306519
37,0.7749884128570557
38,0.8068006038665771
39,1.032092571258545
40,0.8529545664787292
41,0.7939847111701965
42,1.1110323667526245
43,0.6306161880493164
44,1.0430980920791626
45,0.89581298828125
46,1.00882887840271
47,1.081148386001587
48,0.6286466121673584
49,0.9387591481208801
50,1.0140882730484009
51,1.0604016780853271
52,0.8712760210037231
53,0.9645856022834778
54,0.8708864450454712
55,0.8902103900909424
56,0.7112894058227539
57,0.956746518611908
58,0.9298842549324036
59,0.8748061060905457
60,1.0333552360534668
61,0.8075147867202759
62,0.9285956621170044
63,0.6094875335693359
64,0.9123349785804749
65,0.7587105631828308
66,0.8340611457824707
67,0.8387736082077026
68,0.9497454166412354
69,0.8748660683631897
70,1.0127511024475098
71,0.5030906796455383
72,0.8165446519851685
73,0.9702998399734497
74,0.8177607655525208
75,0.6882221698760986
76,0.9890703558921814
77,0.6560830473899841
78,0.9956130981445312
79,0.9522135257720947
80,0.5397876501083374
81,0.899602472782135
82,1.009605884552002
83,1.0590938329696655
84,0.9185671210289001
85,0.9807227253913879
86,0.9022881984710693
87,0.7422057390213013
88,0.927557647228241
89,0.634312093257904
90,0.4657922387123108
91,0.7755960822105408
92,0.9243330359458923
93,1.034853458404541
94,1.0673460960388184
95,0.660815954208374
96,0.6967215538024902
97,0.8312426209449768
98,0.9472991228103638
99,0.6818991899490356
100,0.6337940096855164
101,1.0571504831314087
102,0.6880155801773071
103,0.7366500496864319
104,0.8256112337112427
105,0.8456947803497314
106,0.9091665744781494
107,1.0182862281799316
108,0.2983035743236542
109,0.8178694844245911
110,0.7341176271438599
111,0.6571281552314758
112,0.6616441607475281
113,0.6611521244049072
114,0.8790804147720337
115,1.0480941534042358
116,0.6554001569747925
117,0.7322607040405273
118,0.5625385046005249
119,1.0138461589813232
120,0.7371091842651367
121,0.7654908895492554
122,0.9011114835739136
123,0.6020135879516602
124,0.3591369092464447
125,1.0102157592773438
126,0.8536835312843323
127,0.9534335732460022
128,0.6040022373199463
129,0.7448979020118713
130,0.8957881927490234
131,0.9271507263183594
132,0.7744826078414917
133,0.5315393805503845
134,0.9446812868118286
135,0.7239224910736084
136,0.8701221942901611
137,0.8781997561454773
138,0.8192737698554993
139,0.7249662280082703
140,0.7829363942146301
141,0.7431347966194153
142,0.7930348515510559
143,0.8302097916603088
144,0.3511272668838501
145,0.8195974826812744
146,0.701171338558197
147,0.6767966747283936
148,0.6451176404953003
149,0.6626107096672058
150,0.7204409241676331
151,0.45381370186805725
152,0.3992220163345337
153,0.7128599882125854
154,0.7709485292434692
155,0.46016842126846313
156,0.8116007447242737
157,0.8020056486129761
158,0.8264419436454773
159,0.7877112030982971
160,0.8133465051651001
161,0.5910245180130005
162,0.7785606980323792
163,0.3146103322505951
164,0.769675612449646
165,0.9549829959869385
166,0.4558742344379425
167,0.8512385487556458
168,0.7259445190429688
169,0.5682680606842041
170,0.7593176960945129
171,0.8794006705284119
172,0.7197751998901367
173,0.49810612201690674
174,0.6711838245391846
175,0.9089335203170776
176,0.640967607498169
177,0.45074155926704407
178,0.7595797181129456
179,0.6364830136299133
180,0.5614355206489563
181,0.5201417803764343
182,0.5597289204597473
183,0.754705011844635
184,0.6834197640419006
185,0.8668680787086487
186,0.7345352172851562
187,0.7402256727218628
188,0.5561081767082214
189,0.8437755703926086
190,0.5564833283424377
191,0.6068551540374756
192,0.6808286905288696
193,0.7484387755393982
194,0.4119936525821686
195,0.28823697566986084
196,0.5309646129608154
197,0.5096414089202881
198,0.8084076642990112
199,0.5040121674537659
200,0.6547445058822632
201,0.4582737684249878
202,0.5576784610748291
203,0.8384941816329956
204,0.9137420654296875
205,0.4119725525379181
206,0.539825439453125
207,0.558026909828186
208,0.828632116317749
209,0.6551830768585205
210,0.5967085957527161
211,0.7225762605667114
212,0.5307064652442932
213,0.673494279384613
214,0.5445049405097961
215,0.6830767393112183
216,0.6421875953674316
217,0.5386829972267151
218,0.5316848754882812
219,0.47817713022232056
220,0.6896747946739197
221,0.43077969551086426
222,0.36579200625419617
223,0.8134925961494446
224,0.5832483768463135
225,0.5344381332397461
226,0.757305920124054
227,0.8613819479942322
228,0.268117755651474
229,0.5755142569541931
230,0.8239009380340576
231,0.962417483329773
232,0.5344367027282715
233,0.6843087673187256
234,0.27056369185447693
235,0.6835104823112488
236,0.8853747844696045
237,0.43016350269317627
238,0.34568560123443604
239,0.4721948802471161
240,0.6567298173904419
241,0.8082931041717529
242,0.5227930545806885
243,0.3489353060722351
244,0.19507953524589539
245,0.7244027853012085
246,0.707868754863739
247,0.583475649356842
248,0.7047960758209229
249,0.8578259944915771
250,0.7009294629096985
251,0.2838941216468811
252,0.48186567425727844
253,0.7419381737709045
254,1.0754998922348022
255,0.2633838355541229
256,0.45658308267593384
257,0.35768407583236694
258,0.6679160594940186
259,0.6253118515014648
260,0.7300853133201599
261,0.9118901491165161
262,0.40885278582572937
263,0.6474196910858154
264,0.32747459411621094
265,0.43620049953460693
266,0.5021286010742188
267,0.6629726886749268
268,0.5213265419006348
269,0.5907462239265442
270,0.6387133598327637
271,0.5055950284004211
272,0.7176123261451721
273,0.7112450003623962
274,0.3302026391029358
275,0.323628693819046
276,0.2313530147075653
277,0.6384961605072021
278,1.020402193069458
279,0.7081688642501831
280,0.5221908688545227
281,0.8944646120071411
282,0.3185352087020874
283,0.5158385634422302
284,0.6311413645744324
285,0.7253932952880859
286,0.6659319400787354
287,0.23401162028312683
288,0.5825206637382507
289,0.6858113408088684
290,0.5174190998077393
291,0.3392679691314697
292,0.5971105694770813
293,0.3235243558883667
294,0.5595028400421143
295,0.966553270816803
296,0.7344634532928467
297,0.2807731330394745
298,0.37815454602241516
299,0.6409327983856201
